"","cowcode","year","cyear","cntyr","scode","country","un_region","un_continent","reg_id","demo_nr","demo_r","regime_r","regime_nr","duration_nr","duration_r","personal","personal2","lindex","exname","change","tdate","trans","occup","interreg","gwf_casename","gwf_startdate","gwf_enddate","gwf_spell","gwf_duration","gwf_fail","gwf_fail_subsregime","gwf_fail_type","gwf_fail_violent","gwf_regimetype","gwf_party","gwf_personal","gwf_military","gwf_monarch"
"3255",70,1997,701997,"Mexico 1997","MEX","Mexico","Central America","Americas",7002,1,0,"Multiparty","Democracy",1,81,NA,NA,NA,"Ernesto Zedillo",1,"07.06.1997",0,0,0,"Mexico 15-00","08/02/1915","07/02/2000",85,82,0,0,0,0,"party-based",1,0,0,0
"3256",70,1998,701998,"Mexico 1998","MEX","Mexico","Central America","Americas",7002,1,1,"Democracy","Democracy",2,1,NA,NA,NA,"Ernesto Zedillo",0,"",0,0,0,"Mexico 15-00","08/02/1915","07/02/2000",85,83,0,0,0,0,"party-based",1,0,0,0
"3257",70,1999,701999,"Mexico 1999","MEX","Mexico","Central America","Americas",7002,1,1,"Democracy","Democracy",3,2,NA,NA,NA,"Ernesto Zedillo",0,"",0,0,0,"Mexico 15-00","08/02/1915","07/02/2000",85,84,0,0,0,0,"party-based",1,0,0,0
"3258",70,2000,702000,"Mexico 2000","MEX","Mexico","Central America","Americas",7002,1,1,"Democracy","Democracy",4,3,NA,NA,NA,"Vicente Fox Quesada",0,"",0,0,0,"Mexico 15-00","08/02/1915","07/02/2000",85,85,1,1,2,1,"party-based",1,0,0,0
"3259",700,1950,7001950,"Afghanistan 1950","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",25,25,2,2,0.5584,"Mohammad Zahir Shah",0,"06.09.1926",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,21,0,0,0,0,"monarchy",0,0,0,1
"3260",700,1951,7001951,"Afghanistan 1951","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",26,26,2,2,0.571005917,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,22,0,0,0,0,"monarchy",0,0,0,1
"3261",700,1952,7001952,"Afghanistan 1952","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",27,27,2,2,0.582990398,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,23,0,0,0,0,"monarchy",0,0,0,1
"3262",700,1953,7001953,"Afghanistan 1953","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",28,28,2,2,0.594387755,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,24,0,0,0,0,"monarchy",0,0,0,1
"3263",700,1954,7001954,"Afghanistan 1954","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",29,29,2,2,0.605231867,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,25,0,0,0,0,"monarchy",0,0,0,1
"3264",700,1955,7001955,"Afghanistan 1955","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",30,30,2,2,0.615555556,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,26,0,0,0,0,"monarchy",0,0,0,1
"3265",700,1956,7001956,"Afghanistan 1956","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",31,31,2,2,0.625390219,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,27,0,0,0,0,"monarchy",0,0,0,1
"3266",700,1957,7001957,"Afghanistan 1957","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",32,32,2,2,0.634765625,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,28,0,0,0,0,"monarchy",0,0,0,1
"3267",700,1958,7001958,"Afghanistan 1958","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",33,33,2,2,0.643709826,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,29,0,0,0,0,"monarchy",0,0,0,1
"3268",700,1959,7001959,"Afghanistan 1959","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",34,34,2,2,0.652249135,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,30,0,0,0,0,"monarchy",0,0,0,1
"3269",700,1960,7001960,"Afghanistan 1960","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",35,35,2,2,0.660408163,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,31,0,0,0,0,"monarchy",0,0,0,1
"3270",700,1961,7001961,"Afghanistan 1961","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",36,36,2,2,0.668209877,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,32,0,0,0,0,"monarchy",0,0,0,1
"3271",700,1962,7001962,"Afghanistan 1962","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",37,37,2,2,0.675675676,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,33,0,0,0,0,"monarchy",0,0,0,1
"3272",700,1963,7001963,"Afghanistan 1963","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",38,38,2,2,0.682825485,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,34,0,0,0,0,"monarchy",0,0,0,1
"3273",700,1964,7001964,"Afghanistan 1964","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",39,39,1,1,0.689677844,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,35,0,0,0,0,"monarchy",0,0,0,1
"3274",700,1965,7001965,"Afghanistan 1965","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",40,40,1,1,0.69625,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,36,0,0,0,0,"monarchy",0,0,0,1
"3275",700,1966,7001966,"Afghanistan 1966","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",41,41,1,1,0.702558001,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,37,0,0,0,0,"monarchy",0,0,0,1
"3276",700,1967,7001967,"Afghanistan 1967","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",42,42,1,1,0.70861678,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,38,0,0,0,0,"monarchy",0,0,0,1
"3277",700,1968,7001968,"Afghanistan 1968","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",43,43,1,1,0.714440238,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,39,0,0,0,0,"monarchy",0,0,0,1
"3278",700,1969,7001969,"Afghanistan 1969","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",44,44,1,1,0.720041322,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,40,0,0,0,0,"monarchy",0,0,0,1
"3279",700,1970,7001970,"Afghanistan 1970","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",45,45,1,1,0.725432099,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,41,0,0,0,0,"monarchy",0,0,0,1
"3280",700,1971,7001971,"Afghanistan 1971","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",46,46,1,1,0.730623819,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,42,0,0,0,0,"monarchy",0,0,0,1
"3281",700,1972,7001972,"Afghanistan 1972","AFG","Afghanistan","Southern Asia","Asia",70001,0,0,"Monarchy","Monarchy",47,47,1,1,0.735626981,"Mohammad Zahir Shah",0,"",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,43,0,0,0,0,"monarchy",0,0,0,1
"3282",700,1973,7001973,"Afghanistan 1973","AFG","Afghanistan","Southern Asia","Asia",70002,0,0,"Monarchy","Military",1,48,2,2,1,"Sardar Mohammad Daoud",1,"07.17.1973",0,0,0,"Afghanistan 29-73","10/10/1929","17/07/1973",44,44,1,2,5,2,"monarchy",0,0,0,1
"3283",700,1974,7001974,"Afghanistan 1974","AFG","Afghanistan","Southern Asia","Asia",70002,0,0,"Military","Military",2,1,2,2,1,"Sardar Mohammad Daoud",0,"",0,0,0,"Afghanistan 73-78","17/07/1973","27/04/1978",5,1,0,0,0,0,"personal",0,1,0,0
"3284",700,1975,7001975,"Afghanistan 1975","AFG","Afghanistan","Southern Asia","Asia",70002,0,0,"Military","Military",3,2,2,2,1,"Sardar Mohammad Daoud",0,"",0,0,0,"Afghanistan 73-78","17/07/1973","27/04/1978",5,2,0,0,0,0,"personal",0,1,0,0
"3285",700,1976,7001976,"Afghanistan 1976","AFG","Afghanistan","Southern Asia","Asia",70002,0,0,"Military","Military",4,3,2,2,1,"Sardar Mohammad Daoud",0,"",0,0,0,"Afghanistan 73-78","17/07/1973","27/04/1978",5,3,0,0,0,0,"personal",0,1,0,0
"3286",700,1977,7001977,"Afghanistan 1977","AFG","Afghanistan","Southern Asia","Asia",70002,0,0,"Military","Military",5,4,2,2,1,"Sardar Mohammad Daoud",0,"",0,0,0,"Afghanistan 73-78","17/07/1973","27/04/1978",5,4,0,0,0,0,"personal",0,1,0,0
"3287",700,1978,7001978,"Afghanistan 1978","AFG","Afghanistan","Southern Asia","Asia",70002,0,0,"Military","Military",6,5,NA,2,0.722222222,"Nur Mohammad Taraki",0,"",0,0,1,"Afghanistan 73-78","17/07/1973","27/04/1978",5,5,1,2,5,4,"personal",0,1,0,0
"3288",700,1979,7001979,"Afghanistan 1979","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Military","Multiparty",1,6,NA,1,1,"Babrak Karmal",1,"12.27.1979",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,1,0,0,0,0,"party-personal",1,0,0,0
"3289",700,1980,7001980,"Afghanistan 1980","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",2,1,NA,1,1,"Babrak Karmal",0,"",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,2,0,0,0,0,"party-personal",1,0,0,0
"3290",700,1981,7001981,"Afghanistan 1981","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",3,2,NA,1,1,"Babrak Karmal",0,"",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,3,0,0,0,0,"party-personal",1,0,0,0
"3291",700,1982,7001982,"Afghanistan 1982","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",4,3,NA,1,1,"Babrak Karmal",0,"",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,4,0,0,0,0,"party-personal",1,0,0,0
"3292",700,1983,7001983,"Afghanistan 1983","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",5,4,NA,1,1,"Babrak Karmal",0,"",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,5,0,0,0,0,"party-personal",1,0,0,0
"3293",700,1984,7001984,"Afghanistan 1984","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",6,5,NA,1,1,"Babrak Karmal",0,"",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,6,0,0,0,0,"party-personal",1,0,0,0
"3294",700,1985,7001985,"Afghanistan 1985","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",7,6,NA,1,0.755102041,"Mohammed Najibullah",0,"",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,7,0,0,0,0,"party-personal",1,0,0,0
"3295",700,1986,7001986,"Afghanistan 1986","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",8,7,NA,1,0.625,"Mohammed Najibullah",0,"",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,8,0,0,0,0,"party-personal",1,0,0,0
"3296",700,1987,7001987,"Afghanistan 1987","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",9,8,NA,1,0.555555556,"Mohammed Najibullah",0,"",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,9,0,0,0,0,"party-personal",1,0,0,0
"3297",700,1988,7001988,"Afghanistan 1988","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",10,9,NA,1,0.52,"Mohammed Najibullah",0,"",0,1,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,10,0,0,0,0,"party-personal",1,0,0,0
"3298",700,1989,7001989,"Afghanistan 1989","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",11,10,1,1,0.504132231,"Mohammed Najibullah",0,"",0,0,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,11,0,0,0,0,"party-personal",1,0,0,0
"3299",700,1990,7001990,"Afghanistan 1990","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",12,11,1,1,0.5,"Mohammed Najibullah",0,"",0,0,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,12,0,0,0,0,"party-personal",1,0,0,0
"3300",700,1991,7001991,"Afghanistan 1991","AFG","Afghanistan","Southern Asia","Asia",70003,0,0,"Multiparty","Multiparty",13,12,1,1,0.50295858,"Mohammed Najibullah",0,"",0,0,0,"Afghanistan 78-92","27/04/1978","16/04/1992",14,13,0,0,0,0,"party-personal",1,0,0,0
"3301",700,1992,7001992,"Afghanistan 1992","AFG","Afghanistan","Southern Asia","Asia",70004,0,0,"Military","Military",1,1,NA,2,1,"Burhanuddin Rabbani",1,"04.16.1992",0,0,1,"Afghanistan 78-92","27/04/1978","16/04/1992",14,14,1,3,6,4,"party-personal",1,0,0,0
"3302",700,1997,7001997,"Afghanistan 1997","AFG","Afghanistan","Southern Asia","Asia",70004,0,0,"Military","Military",6,6,2,2,0.555555556,"Mullah Mohammad Rabbani",0,"",0,0,0,"Afghanistan 96-01","27/09/1996","13/11/2001",5,1,0,0,0,0,"party-based",1,0,0,0
"3303",700,1998,7001998,"Afghanistan 1998","AFG","Afghanistan","Southern Asia","Asia",70004,0,0,"Military","Military",7,7,2,2,0.510204082,"Mullah Mohammad Rabbani",0,"",0,0,0,"Afghanistan 96-01","27/09/1996","13/11/2001",5,2,0,0,0,0,"party-based",1,0,0,0
"3304",700,1999,7001999,"Afghanistan 1999","AFG","Afghanistan","Southern Asia","Asia",70004,0,0,"Military","Military",8,8,2,2,0.5,"Mullah Mohammad Rabbani",0,"",0,0,0,"Afghanistan 96-01","27/09/1996","13/11/2001",5,3,0,0,0,0,"party-based",1,0,0,0
"3305",700,2000,7002000,"Afghanistan 2000","AFG","Afghanistan","Southern Asia","Asia",70004,0,0,"Military","Military",9,9,2,2,0.50617284,"Mullah Mohammad Rabbani",0,"",0,0,0,"Afghanistan 96-01","27/09/1996","13/11/2001",5,4,0,0,0,0,"party-based",1,0,0,0
"3306",700,2001,7002001,"Afghanistan 2001","AFG","Afghanistan","Southern Asia","Asia",70004,0,0,"Military","Military",10,10,NA,2,0.42,"Hamid Karzai",0,"",0,1,0,"Afghanistan 96-01","27/09/1996","13/11/2001",5,5,1,3,7,4,"party-based",1,0,0,0
"3307",700,2010,7002010,"Afghanistan 2010","AFG","Afghanistan","Southern Asia","Asia",70005,0,0,"Multiparty","Multiparty",9,9,NA,1,1,"Hamid Karzai",0,"",0,1,0,"Afghanistan 09-NA","20/08/2009","31/12/2010",1,1,0,0,0,0,"personal",0,1,0,0
"3308",701,1992,7011992,"Turkmenistan 1992","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",2,1,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,1,0,0,0,0,"party-personal",1,0,0,0
"3309",701,1993,7011993,"Turkmenistan 1993","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",3,2,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,2,0,0,0,0,"party-personal",1,0,0,0
"3310",701,1994,7011994,"Turkmenistan 1994","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",4,3,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,3,0,0,0,0,"party-personal",1,0,0,0
"3311",701,1995,7011995,"Turkmenistan 1995","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",5,4,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,4,0,0,0,0,"party-personal",1,0,0,0
"3312",701,1996,7011996,"Turkmenistan 1996","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",6,5,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,5,0,0,0,0,"party-personal",1,0,0,0
"3313",701,1997,7011997,"Turkmenistan 1997","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",7,6,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,6,0,0,0,0,"party-personal",1,0,0,0
"3314",701,1998,7011998,"Turkmenistan 1998","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",8,7,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,7,0,0,0,0,"party-personal",1,0,0,0
"3315",701,1999,7011999,"Turkmenistan 1999","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",9,8,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,8,0,0,0,0,"party-personal",1,0,0,0
"3316",701,2000,7012000,"Turkmenistan 2000","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",10,9,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,9,0,0,0,0,"party-personal",1,0,0,0
"3317",701,2001,7012001,"Turkmenistan 2001","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",11,10,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,10,0,0,0,0,"party-personal",1,0,0,0
"3318",701,2002,7012002,"Turkmenistan 2002","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",12,11,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,11,0,0,0,0,"party-personal",1,0,0,0
"3319",701,2003,7012003,"Turkmenistan 2003","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",13,12,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,12,0,0,0,0,"party-personal",1,0,0,0
"3320",701,2004,7012004,"Turkmenistan 2004","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",14,13,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,13,0,0,0,0,"party-personal",1,0,0,0
"3321",701,2005,7012005,"Turkmenistan 2005","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",15,14,2,2,1,"Saparmurad Niyazov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,14,0,0,0,0,"party-personal",1,0,0,0
"3322",701,2006,7012006,"Turkmenistan 2006","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",16,15,2,2,0.875555556,"Gurbanguly M. Berdymukhammedov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,15,0,0,0,0,"party-personal",1,0,0,0
"3323",701,2007,7012007,"Turkmenistan 2007","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",17,16,2,2,0.78125,"Gurbanguly M. Berdymukhammedov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,16,0,0,0,0,"party-personal",1,0,0,0
"3324",701,2008,7012008,"Turkmenistan 2008","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",18,17,2,2,0.709342561,"Gurbanguly M. Berdymukhammedov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,17,0,0,0,0,"party-personal",1,0,0,0
"3325",701,2009,7012009,"Turkmenistan 2009","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",19,18,2,2,0.654320988,"Gurbanguly M. Berdymukhammedov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,18,0,0,0,0,"party-personal",1,0,0,0
"3326",701,2010,7012010,"Turkmenistan 2010","TKM","Turkmenistan","Central Asia","Asia",70101,0,0,"Single Party","Single Party",20,19,2,2,0.612188366,"Gurbanguly M. Berdymukhammedov",0,"",0,0,0,"Turkmenistan 91-NA","27/10/1991","31/12/2010",19,19,0,0,0,0,"party-personal",1,0,0,0
"3327",702,1992,7021992,"Tajikistan 1992","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",2,1,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,1,0,0,0,0,"personal",0,1,0,0
"3328",702,1993,7021993,"Tajikistan 1993","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",3,2,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,2,0,0,0,0,"personal",0,1,0,0
"3329",702,1994,7021994,"Tajikistan 1994","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",4,3,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,3,0,0,0,0,"personal",0,1,0,0
"3330",702,1995,7021995,"Tajikistan 1995","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",5,4,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,4,0,0,0,0,"personal",0,1,0,0
"3331",702,1996,7021996,"Tajikistan 1996","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",6,5,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,5,0,0,0,0,"personal",0,1,0,0
"3332",702,1997,7021997,"Tajikistan 1997","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",7,6,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,6,0,0,0,0,"personal",0,1,0,0
"3333",702,1998,7021998,"Tajikistan 1998","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",8,7,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,7,0,0,0,0,"personal",0,1,0,0
"3334",702,1999,7021999,"Tajikistan 1999","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",9,8,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,8,0,0,0,0,"personal",0,1,0,0
"3335",702,2000,7022000,"Tajikistan 2000","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",10,9,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,9,0,0,0,0,"personal",0,1,0,0
"3336",702,2001,7022001,"Tajikistan 2001","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",11,10,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,10,0,0,0,0,"personal",0,1,0,0
"3337",702,2002,7022002,"Tajikistan 2002","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",12,11,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,11,0,0,0,0,"personal",0,1,0,0
"3338",702,2003,7022003,"Tajikistan 2003","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",13,12,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,12,0,0,0,0,"personal",0,1,0,0
"3339",702,2004,7022004,"Tajikistan 2004","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",14,13,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,13,0,0,0,0,"personal",0,1,0,0
"3340",702,2005,7022005,"Tajikistan 2005","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",15,14,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,14,0,0,0,0,"personal",0,1,0,0
"3341",702,2006,7022006,"Tajikistan 2006","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",16,15,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,15,0,0,0,0,"personal",0,1,0,0
"3342",702,2007,7022007,"Tajikistan 2007","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",17,16,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,16,0,0,0,0,"personal",0,1,0,0
"3343",702,2008,7022008,"Tajikistan 2008","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",18,17,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,17,0,0,0,0,"personal",0,1,0,0
"3344",702,2009,7022009,"Tajikistan 2009","TAJ","Tajikistan","Central Asia","Asia",70201,0,0,"Multiparty","Multiparty",19,18,1,1,1,"Imomali Rakhmonov",0,"",0,0,0,"Tajikistan 91-NA","09/09/1991","31/12/2010",19,18,0,0,0,0,"personal",0,1,0,0
